Date,Open,High,Low,Close,Adj Close,Volume
1973-05-02,0.0,7.979671955108643,7.979671955108643,7.979671955108643,0.28162458539009094,52715
1973-05-03,0.0,8.024250984191895,7.979671955108643,7.979671955108643,0.28162458539009094,33087
1973-05-04,0.0,8.024250984191895,7.979671955108643,8.024250984191895,0.2831980288028717,50472
1973-05-07,0.0,8.068829536437988,7.979671955108643,8.024250984191895,0.2831980288028717,42340
1973-05-08,0.0,8.068829536437988,7.979671955108643,8.024250984191895,0.2831980288028717,32246
1973-05-09,0.0,8.068829536437988,8.024250984191895,8.024250984191895,0.2831980288028717,46827
1973-05-10,0.0,8.068829536437988,8.024250984191895,8.024250984191895,0.2831980288028717,24956
1973-05-11,0.0,8.068829536437988,8.024250984191895,8.024250984191895,0.2831980288028717,34489
1973-05-14,0.0,8.068829536437988,7.979671955108643,7.979671955108643,0.28162458539009094,69820
1973-05-15,0.0,8.024250984191895,7.935092926025391,7.979671955108643,0.28162458539009094,30283
1973-05-16,0.0,7.979671955108643,7.935092926025391,7.935092926025391,0.28005144000053406,49631
1973-05-17,0.0,7.979671955108643,7.935092926025391,7.935092926025391,0.28005144000053406,19628
1973-05-18,0.0,7.979671955108643,7.84593391418457,7.935092926025391,0.28005144000053406,56921
1973-05-21,0.0,7.935092926025391,7.801354885101318,7.935092926025391,0.28005144000053406,46266
1973-05-22,0.0,8.068829536437988,7.84593391418457,7.979671955108643,0.28162458539009094,22152
1973-05-23,0.0,7.979671955108643,7.84593391418457,7.935092926025391,0.28005144000053406,44864
1973-05-24,0.0,8.024250984191895,7.84593391418457,8.024250984191895,0.2831980288028717,20189
1973-05-25,0.0,7.890513896942139,7.756775856018066,7.801354885101318,0.2804415822029114,49350
1973-05-29,0.0,7.890513896942139,7.801354885101318,7.84593391418457,0.2820441424846649,27199
1973-05-30,0.0,7.84593391418457,7.6230387687683105,7.6676177978515625,0.27563410997390747,56641
1973-05-31,0.0,7.756775856018066,7.6230387687683105,7.6676177978515625,0.27563410997390747,31685
1973-06-01,0.0,7.756775856018066,7.6676177978515625,7.756775856018066,0.27883920073509216,17665
1973-06-04,0.0,7.756775856018066,7.7121968269348145,7.7121968269348145,0.27723658084869385,20750
1973-06-05,0.0,7.756775856018066,7.6676177978515625,7.6676177978515625,0.27563410997390747,30003
1973-06-06,0.0,7.801354885101318,7.7121968269348145,7.801354885101318,0.2804415822029114,21310
1973-06-07,0.0,7.801354885101318,7.7121968269348145,7.801354885101318,0.2804415822029114,26077
1973-06-08,0.0,7.84593391418457,7.7121968269348145,7.7121968269348145,0.27723658084869385,19628
1973-06-11,0.0,7.801354885101318,7.7121968269348145,7.756775856018066,0.27883920073509216,28040
1973-06-12,0.0,7.801354885101318,7.756775856018066,7.801354885101318,0.2804415822029114,17946
1973-06-13,0.0,7.801354885101318,7.756775856018066,7.801354885101318,0.2804415822029114,43182
1973-06-14,0.0,7.84593391418457,7.756775856018066,7.84593391418457,0.2820441424846649,27199
1973-06-15,0.0,7.84593391418457,7.756775856018066,7.756775856018066,0.27883920073509216,29162
1973-06-18,0.0,7.756775856018066,7.6676177978515625,7.7121968269348145,0.27723658084869385,26358
1973-06-19,0.0,7.801354885101318,7.7121968269348145,7.7121968269348145,0.27723658084869385,25516
1973-06-20,0.0,7.756775856018066,7.6676177978515625,7.756775856018066,0.27883920073509216,26918
1973-06-21,0.0,7.756775856018066,7.6676177978515625,7.6676177978515625,0.27563410997390747,23273
