Date,Open,High,Low,Close,Adj Close,Volume
1993-03-19,0.3347049951553345,0.35665300488471985,0.31824401021003723,0.32647499442100525,0.19190523028373718,90045169
1993-03-22,0.31824401021003723,0.3209879994392395,0.310014009475708,0.3127569854259491,0.18384163081645966,13600406
1993-03-23,0.3127569854259491,0.31824401021003723,0.310014009475708,0.3127569854259491,0.18384163081645966,8301488
1993-03-24,0.31824401021003723,0.3209879994392395,0.310014009475708,0.31824401021003723,0.1870669573545456,3663225
1993-03-25,0.323731005191803,0.3347049951553345,0.3209879994392395,0.331961989402771,0.19513049721717834,4250981
1993-03-26,0.3347049951553345,0.3539089858531952,0.331961989402771,0.3429360091686249,0.201581209897995,8315156
1993-03-29,0.34842199087142944,0.34842199087142944,0.3429360091686249,0.34567898511886597,0.20319345593452454,7362900
1993-03-30,0.34567898511886597,0.3539089858531952,0.3401919901371002,0.3511660099029541,0.20641876757144928,3809025
1993-03-31,0.35665300488471985,0.35665300488471985,0.34567898511886597,0.3539089858531952,0.20803116261959076,3321506
1993-04-01,0.34842199087142944,0.35665300488471985,0.34567898511886597,0.3511660099029541,0.20641876757144928,1421550
1993-04-02,0.35665300488471985,0.35665300488471985,0.34567898511886597,0.35665300488471985,0.20964406430721283,1904513
1993-04-05,0.35665300488471985,0.35665300488471985,0.34567898511886597,0.3539089858531952,0.20803116261959076,441956
1993-04-06,0.3511660099029541,0.3539089858531952,0.34567898511886597,0.34567898511886597,0.20319345593452454,874800
1993-04-07,0.3539089858531952,0.3539089858531952,0.34567898511886597,0.3539089858531952,0.20803116261959076,1366875
1993-04-08,0.3539089858531952,0.35665300488471985,0.34567898511886597,0.35665300488471985,0.20964406430721283,947700
1993-04-12,0.35665300488471985,0.35665300488471985,0.34842199087142944,0.34842199087142944,0.20480594038963318,186806
1993-04-13,0.35665300488471985,0.3731139898300171,0.3511660099029541,0.3621399998664856,0.21286951005458832,2022975
1993-04-14,0.3621399998664856,0.3923180103302002,0.3621399998664856,0.37585699558258057,0.22093245387077332,6187388
1993-04-15,0.3786010146141052,0.3786010146141052,0.35665300488471985,0.3621399998664856,0.21286951005458832,3544763
1993-04-16,0.36762699484825134,0.3703700006008148,0.3621399998664856,0.36762699484825134,0.2160947471857071,2063981
1993-04-19,0.36762699484825134,0.36762699484825134,0.3539089858531952,0.35665300488471985,0.20964406430721283,1672144
1993-04-20,0.35665300488471985,0.35665300488471985,0.34567898511886597,0.35665300488471985,0.20964406430721283,2360138
1993-04-21,0.3511660099029541,0.3786010146141052,0.34567898511886597,0.3703700006008148,0.21770712733268738,3166594
1993-04-22,0.3731139898300171,0.4005489945411682,0.36762699484825134,0.3895750045776367,0.22899605333805084,2984344
1993-04-23,0.4005489945411682,0.4115230143070221,0.3895750045776367,0.4115230143070221,0.24189728498458862,1868063
1993-04-26,0.40603598952293396,0.4224970042705536,0.39506199955940247,0.4142659902572632,0.24350953102111816,3521981
1993-04-27,0.4142659902572632,0.4334709942340851,0.40877899527549744,0.4334709942340851,0.25479844212532043,2916000
1993-04-28,0.4334709942340851,0.46639201045036316,0.4334709942340851,0.460904985666275,0.27092453837394714,7900538
1993-04-29,0.460904985666275,0.46639201045036316,0.41701000928878784,0.43895700573921204,0.2580232620239258,8214919
1993-04-30,0.44993099570274353,0.46639201045036316,0.43895700573921204,0.46639201045036316,0.27414992451667786,5216906
1993-05-03,0.460904985666275,0.4718790054321289,0.460904985666275,0.4718790054321289,0.27737510204315186,1795163
1993-05-04,0.46639201045036316,0.4718790054321289,0.44993099570274353,0.44993099570274353,0.26447388529777527,1612913
1993-05-05,0.44993099570274353,0.46639201045036316,0.44993099570274353,0.4554179906845093,0.2676992416381836,1025156
1993-05-06,0.46639201045036316,0.46639201045036316,0.4554179906845093,0.46639201045036316,0.27414992451667786,154913
1993-05-07,0.46639201045036316,0.4938269853591919,0.46639201045036316,0.48833999037742615,0.2870510220527649,1895400
1993-05-10,0.48833999037742615,0.5157750248908997,0.48833999037742615,0.5157750248908997,0.3031776547431946,5900344
1993-05-11,0.5157750248908997,0.5157750248908997,0.49931401014328003,0.5157750248908997,0.3031776547431946,2847656
1993-05-12,0.5157750248908997,0.5157750248908997,0.5048009753227234,0.5157750248908997,0.3031776547431946,1854394
1993-05-13,0.5157750248908997,0.5157750248908997,0.48833999037742615,0.48833999037742615,0.2870510220527649,2574281
1993-05-14,0.48833999037742615,0.5048009753227234,0.48833999037742615,0.4938269853591919,0.2902763783931732,2328244
1993-05-17,0.4938269853591919,0.5157750248908997,0.4938269853591919,0.5102880001068115,0.29995229840278625,596869
1993-05-18,0.5157750248908997,0.5322359800338745,0.5157750248908997,0.5322359800338745,0.3128534257411957,1931850
1993-05-19,0.5322359800338745,0.5322359800338745,0.521261990070343,0.521261990070343,0.30640295147895813,2009306
1993-05-20,0.5377230048179626,0.5377230048179626,0.521261990070343,0.5267490148544312,0.3096282184123993,984150
1993-05-21,0.5377230048179626,0.5377230048179626,0.521261990070343,0.5377230048179626,0.3160788416862488,369056
1993-05-24,0.5322359800338745,0.5322359800338745,0.4938269853591919,0.5020580291748047,0.295114666223526,1590131
1993-05-25,0.49931401014328003,0.5048009753227234,0.49931401014328003,0.5048009753227234,0.2967270314693451,1170956
1993-05-26,0.49931401014328003,0.5157750248908997,0.49931401014328003,0.5157750248908997,0.3031776547431946,405506
1993-05-27,0.507544994354248,0.5157750248908997,0.49931401014328003,0.5102880001068115,0.29995229840278625,1603800
1993-05-28,0.49931401014328003,0.5102880001068115,0.49931401014328003,0.5102880001068115,0.29995229840278625,223256
1993-06-01,0.49931401014328003,0.5102880001068115,0.49931401014328003,0.49931401014328003,0.29350167512893677,437400
1993-06-02,0.5102880001068115,0.5102880001068115,0.49931401014328003,0.49931401014328003,0.29350167512893677,132131
1993-06-03,0.49931401014328003,0.5102880001068115,0.49931401014328003,0.49931401014328003,0.29350167512893677,419175
1993-06-04,0.49931401014328003,0.5102880001068115,0.460904985666275,0.4718790054321289,0.27737510204315186,2715525
1993-06-07,0.4718790054321289,0.4828529953956604,0.46639201045036316,0.4828529953956604,0.28382569551467896,2355581
1993-06-08,0.4718790054321289,0.4718790054321289,0.42798399925231934,0.4444440007209778,0.26124849915504456,5039213
1993-06-09,0.460904985666275,0.4718790054321289,0.4444440007209778,0.460904985666275,0.27092453837394714,2269013
1993-06-10,0.460904985666275,0.47736600041389465,0.460904985666275,0.4718790054321289,0.27737510204315186,405506
1993-06-11,0.48833999037742615,0.5157750248908997,0.4828529953956604,0.5157750248908997,0.3031776547431946,1344094
1993-06-14,0.5157750248908997,0.5377230048179626,0.5048009753227234,0.5322359800338745,0.3128534257411957,7176094
1993-06-15,0.5377230048179626,0.5432100296020508,0.5267490148544312,0.5377230048179626,0.3160788416862488,2114100
1993-06-16,0.5432100296020508,0.5871059894561768,0.5377230048179626,0.5816190242767334,0.3418813645839691,4948088
1993-06-17,0.5761319994926453,0.5816190242767334,0.5706449747085571,0.5816190242767334,0.3418813645839691,5836556
1993-06-18,0.5706449747085571,0.5816190242767334,0.5706449747085571,0.5788750052452087,0.34026846289634705,883913
1993-06-21,0.5925930142402649,0.6255139708518982,0.5761319994926453,0.6145399808883667,0.36123260855674744,1918181
1993-06-22,0.6255139708518982,0.669409990310669,0.6035670042037964,0.6090530157089233,0.3580073118209839,4446900
1993-06-23,0.6364880204200745,0.6364880204200745,0.6200270056724548,0.6364880204200745,0.3741339147090912,4355775
1993-06-24,0.6364880204200745,0.6748970150947571,0.6145399808883667,0.6584360003471375,0.3870350122451782,1622025
1993-06-25,0.669409990310669,0.669409990310669,0.6529489755630493,0.6529489755630493,0.3838096857070923,2788425
1993-06-28,0.655692994594574,0.6639230251312256,0.6529489755630493,0.6529489755630493,0.3838096857070923,765450
1993-06-29,0.6639230251312256,0.6639230251312256,0.6364880204200745,0.6364880204200745,0.3741339147090912,697106
1993-06-30,0.6255139708518982,0.6419749855995178,0.6255139708518982,0.6419749855995178,0.3773591220378876,209588
1993-07-01,0.6255139708518982,0.6364880204200745,0.6255139708518982,0.6255139708518982,0.3676832616329193,250594
1993-07-02,0.6419749855995178,0.6419749855995178,0.6200270056724548,0.6364880204200745,0.3741339147090912,1521788
1993-07-06,0.6200270056724548,0.6364880204200745,0.6200270056724548,0.6200270056724548,0.3644580841064453,328050
